,0,val_loss
87,4.7,"{'nlayers': 1, 'nodes_in_layer1': 435, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.06209843313157227}"
88,3.6955436184975037,"{'nlayers': 3, 'nodes_in_layer1': 44, 'nodes_in_layer2': 178, 'nodes_in_layer3': 39, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.00012875251236761995}"
89,5.5,"{'nlayers': 3, 'nodes_in_layer1': 696, 'nodes_in_layer2': 108, 'nodes_in_layer3': 48, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.052468055794184905}"
90,6.2,"{'nlayers': 4, 'nodes_in_layer1': 648, 'nodes_in_layer2': 587, 'nodes_in_layer3': 140, 'nodes_in_layer4': 69, 'act_fn': 'tanh', 'learning_rate': 0.08772546805862076}"
91,5.9,"{'nlayers': 2, 'nodes_in_layer1': 53, 'nodes_in_layer2': 190, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'sigmoid', 'learning_rate': 0.3569769650697459}"
92,6.2,"{'nlayers': 4, 'nodes_in_layer1': 639, 'nodes_in_layer2': 679, 'nodes_in_layer3': 73, 'nodes_in_layer4': 746, 'act_fn': 'tanh', 'learning_rate': 0.048956830801170664}"
93,5.899999999999304,"{'nlayers': 2, 'nodes_in_layer1': 373, 'nodes_in_layer2': 170, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'sigmoid', 'learning_rate': 0.03244710103037857}"
94,3.9918606737691347,"{'nlayers': 2, 'nodes_in_layer1': 743, 'nodes_in_layer2': 47, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.0006941490582397245}"
95,5.8,"{'nlayers': 2, 'nodes_in_layer1': 163, 'nodes_in_layer2': 39, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.08842332025639679}"
96,3.492580187287854,"{'nlayers': 3, 'nodes_in_layer1': 426, 'nodes_in_layer2': 242, 'nodes_in_layer3': 902, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.004678892196384232}"
